content,score,country,clean_review
Great app,5,us,great app
You should also make one for ios. I couldn't find it on my phone so that i am using on my parents phone.,4,us,also make one io couldnt find phone using parent phone
"It's an amazing application that is easy and simple to use. I have used this app and helped me a lot with getting prepared for the enterance exam. undoubtely, it will help those who want to score good result.",5,us,amazing application easy simple use used app helped lot getting prepared enterance exam undoubtely help want score good result
It is really great app you guys are working very hard to make our life easier. Thank you very much. Superb job.,5,us,really great app guy working hard make life easier thank much superb job
I like the app but I'm a social science student and it has only 1 exam for geography history and there is none for economics please work on that.,3,us,like app im social science student exam geography history none economics please work
👏👏,5,us,
It is best,5,us,best
it is useful app .l like this app. Thanks,1,us,useful app l like app thanks
Excellent,5,us,excellent
I like using this app better than using the book. it's so precise and have good explanation easy to use I like it,5,us,like using app better using book precise good explanation easy use like
This app helped me a lot. Thank you. Keep up the good work,5,us,app helped lot thank keep good work
It is the best useful app. our likely point is toimprove answer&mistakes. ilove all thisapp but its paymentis excess&must be reduced,5,us,best useful app likely point toimprove answermistakes ilove thisapp paymentis excessmust reduced
"I love the app, best qoustions,time,it best for practicing subjects but what is problem the discription not sufficent however thank you very much developers.",4,us,love app best qoustionstimeit best practicing subject problem discription sufficent however thank much developer
"Cool,over other",5,us,coolover
"I love this app. It's so usefull,....i've been using it in my 10th national exam and now i'm here for the 12th",5,us,love app usefullive using th national exam im th
It is very useful thanks so much,5,us,useful thanks much
It nice app specially national examine perfectly,5,us,nice app specially national examine perfectly
በጣም መሰረታዊ የሆኑ ጥያቄወች በውስጡ ያካተተ በመሆንው በጣም ወድጀዋለው ከዚም ባለፍ የ ትምህርት ምዘና ደረጃ ያካተትው ጥያቄወች ናቸው በቀጣይ ብዝው እንጠብቃለን ሰናይ ጊዜ በጣም እናመሰግናለን :),5,us,
This is really helpful app¡,5,us,really helpful app
It's really helpful app. I like it I wanna thanks the developer,5,us,really helpful app like wanna thanks developer
Ya yeseral best app,5,us,ya yeseral best app
I overjoyed very happy by downloading such like the app,1,us,overjoyed happy downloading like app
Passed 10th grade matric with straight As thanks to this app and now it's time for entrance. I love this app thank you developers,5,us,passed th grade matric straight thanks app time entrance love app thank developer
Nice,5,us,nice
U just forget social but for naturals its the best,2,us,u forget social natural best
It's best app for us keep it up💪,5,us,best app u keep
I liked question on the the App but the some answer is incorrect i hope you can fix this problem when you fix this i will give you five star thank you,3,us,liked question app answer incorrect hope fix problem fix give five star thank
Use ful,4,us,use ful
I wanna,5,us,wanna
Wow,4,us,wow
It's an extraordinary and super amazing app. It helped me a lot. I reccomend friends to use it.,5,us,extraordinary super amazing app helped lot reccomend friend use
Best app,4,us,best app
It's really a great app,1,us,really great app
I thought it was free but it it asks you for money🙄!,1,us,thought free asks money
"It is use full app, its question on units only was the best part of it, their is still some bugs and incorrectly answered questions however the feedback opportunity was great idea, add some notes and lectures there are some brilliant apps out there, work like them and add a lot of features and don't be expensive 😜 you will be the greatest.",4,us,use full app question unit best part still bug incorrectly answered question however feedback opportunity great idea add note lecture brilliant apps work like add lot feature dont expensive greatest
it is nice,5,us,nice
Good app for grade 12 students,5,us,good app grade student
Thank you for prepared this app,5,us,thank prepared app
It doesn't work. The app stopped after I signed up.,1,us,doesnt work app stopped signed
It's helpful app thanks Ethio matrics,5,us,helpful app thanks ethio matric
Student,5,us,student
Very best application,5,us,best application
"Indeed it's good. Thanks for Ur support. But, I found compatability issue with my phone(samsung, Galaxy S5).",5,us,indeed good thanks ur support found compatability issue phonesamsung galaxy
"It is good, but it costs money every time logging by same account in different phones, some questions doesn't have choices and full explanation and it only contains from 2008 to the nearest year exam paper",2,us,good cost money every time logging account different phone question doesnt choice full explanation contains nearest year exam paper
I like the app but it still can be more I see potential keep moving forward,4,us,like app still see potential keep moving forward
It is very interesting app for grade 11 and 12 students. And it is essential for pass grade 12 students entrance examination. Thanks for developer of this amazing app.,4,us,interesting app grade student essential pas grade student entrance examination thanks developer amazing app
student,5,us,student
I love it,4,us,love
it is not interesting.they just creat it for their profit,5,us,interestingthey creat profit
It is the most helpful and nice app for grade 12 students but it need good connection.,4,us,helpful nice app grade student need good connection
It's very amazing and interesting and also very important application,5,us,amazing interesting also important application
best app,1,us,best app
I like it,5,us,like
Good,5,us,good
So cool,5,us,cool
can you include economics exam,5,us,include economics exam
I hope good learn,4,us,hope good learn
Nice app. i really like this it's so helpful,5,us,nice app really like helpful
This is the most helpful app for any Grade 12 student seeking to score a great score on the University Entrance Examination. 1. Easy Access 2. Helpful 3. Precise These are the qualities of this app. This is a very GREAT app 👍,4,us,helpful app grade student seeking score great score university entrance examination easy access helpful precise quality app great app
Useless,1,us,useless
It's Good For Student,5,us,good student
"It is great but it would be great if it worked on authorotate offering a landscape view of the app. Otherthan that, it is cool app.",4,us,great would great worked authorotate offering landscape view app otherthan cool app
Ethio Matric Ethiopia,5,us,ethio matric ethiopia
Why do you make mistake repeatedly 😅 you have to check and correct some answers .be fast,3,us,make mistake repeatedly check correct answer fast
That is good,5,us,good
I like it,5,us,like
good,5,us,good
perfect,5,us,perfect
Its particularity makes it better than others.,5,us,particularity make better others
It is very help full i like it thank you,5,us,help full like thank
Music industry is a mention,5,us,music industry mention
"This app is great usefull app Wich is best and amazing for all students of grade 9-12. I wish to download for all playstore costumer. Thank you very much ""Ethio matric"" who prepare for me this application.",5,us,app great usefull app wich best amazing student grade wish download playstore costumer thank much ethio matric prepare application
I like you. This is the best work,5,us,like best work
it is eciting app but English G12 2011E.C not rleased and mistake in some question,4,us,eciting app english g ec rleased mistake question
"I like this app because its unique, it contains UEE questions with briefly explanation.",5,us,like app unique contains uee question briefly explanation
It's best app for grade 12 entrance preparation i have seen,5,us,best app grade entrance preparation seen
I appreciate this app b/c it gives u a great explanation about the exam i really love this app......And i support this kind of app too many in my country 🇪🇹. ⭐love ethio Matric ⭐,5,us,appreciate app bc give u great explanation exam really love appand support kind app many country love ethio matric
It is best of all why you left it English 2011 exam,4,us,best left english exam
Its best app,5,us,best app
Lacks accurateness and description in the answers,3,us,lack accurateness description answer
Very bad app! Don't download it! It requires money for every exam! This is scam!,1,us,bad app dont download requires money every exam scam
good,5,us,good
"I like the app, but the sign up took me so long it works very slowly.",3,us,like app sign took long work slowly
Wow i am happy by app,5,us,wow happy app
It is great app that can prepare students for entrance exam!!,5,us,great app prepare student entrance exam
Very good application,5,us,good application
Am so happy to get this app thnku!!!,5,us,happy get app thnku
Wow,5,us,wow
I want to daweulod,4,us,want daweulod
It is good if you make better on explanation of some question dont have any description,4,us,good make better explanation question dont description
Good,2,us,good
"It the best app,",4,us,best app
Hi guys this application is so delicious I appreciate your work. Keep it up!!!! I interested by this application 99% the 1% is sometimes make a mistake in answering the questions and the other is so interesting!!!!!,4,us,hi guy application delicious appreciate work keep interested application sometimes make mistake answering question interesting
Good,5,us,good
This is best app because that would give very powerful examination questions withs a breif answers .,5,us,best app would give powerful examination question withs breif answer
How to use this application,5,us,use application
Best app ever used in my life,5,us,best app ever used life
Gerami app new betam desi yilal,5,us,gerami app new betam desi yilal
It's very useful app you all must use it,5,us,useful app must use
Good,5,us,good
useful,5,us,useful
Entrance exam,2,us,entrance exam
Best,5,us,best
Betam arif new gin kefeye kaworedku behula digame awrd yilal ena economics yelem,4,us,betam arif new gin kefeye kaworedku behula digame awrd yilal ena economics yelem
Amazing,5,us,amazing
It is good to use it and very amazing I appreciate the builder,5,us,good use amazing appreciate builder
Nice But the version of 2011 has some problem,5,us,nice version problem
Best app,5,us,best app
I lave it,4,us,lave
Good,5,us,good
I think you should download it.,5,us,think download
"Wow it is cool app.you know what one of our problems was not practice questioning ,but now that i have got this app i have learned and saved my time .i don`t know how to thank you ,it is wonderful app.",5,us,wow cool appyou know one problem practice questioning got app learned saved time dont know thank wonderful app
Well designed app i have ever seen but i can't find all year question,5,us,well designed app ever seen cant find year question
.hawasa tabor student for grade 12 all Share it is very good app in student,3,us,hawasa tabor student grade share good app student
Thanx for help us!!!,5,us,thanx help u
Used for mainly natural sience students rather social sience stud bicause of the limitness of Geography and History,5,us,used mainly natural sience student rather social sience stud bicause limitness geography history
Amazing good job,5,us,amazing good job
Very interesting app now I have bought all the subjects and working them....,5,us,interesting app bought subject working
Like a life saver for a grade 12 student,5,us,like life saver grade student
Ethio interance,5,us,ethio interance
I appreciate that but can you improve answers explanations????,5,us,appreciate improve answer explanation
interested,5,us,interested
"Best, but please add more question",5,us,best please add question
It is the best,5,us,best
Is this app choice some phone b/c it doesn't work in Tecno K7 and it's not only for me it's also for my friends that have TecnoK7 so if you can fix it,1,us,app choice phone bc doesnt work tecno k also friend tecnok fix
good,5,us,good
Very very cheap yet amazing app with great explanation for every questions. This app is really useful and every student should have it,5,us,cheap yet amazing app great explanation every question app really useful every student
Amazing work. Thank you guys for taking time to make this amazing app for us. It includes four year questions with their answers and detailed explanations. Got not words to say. Just amazing,5,us,amazing work thank guy taking time make amazing app u includes four year question answer detailed explanation got word say amazing
Good app,5,us,good app
It is really cool but it costs much money as we know nothing is perfect on the world😭😭😭👎👎👎,2,us,really cool cost much money know nothing perfect world
በጣም የተመቼኝ አፕ,5,us,
It's very important kep it we will help you,5,us,important kep help
Update,5,us,update
Best app with best persons,5,us,best app best person
Amazing app,5,us,amazing app
Found it helpful,4,us,found helpful
"I admire all the expresions you guide, but where is economics?? I need some explanation sir!!",5,us,admire expresions guide economics need explanation sir
"It's such an amazing application that I loved every part of it. It is so flexible, easy and friendly to use. Just on time!. Thank you guys for your effort.",5,us,amazing application loved every part flexible easy friendly use time thank guy effort
Awesome,5,us,awesome
Good,5,us,good
Good book,5,us,good book
i do not view,5,us,view
"Hey, this app is realy good. You only pay 5 birr for 2008-11. And the explanation... thank you, keep up the good work.",5,us,hey app realy good pay birr explanation thank keep good work
"Great apps but if its have simply structure easily it will more better,",5,us,great apps simply structure easily better
So cool no fee,5,us,cool fee
Nice and enjoyable app,5,us,nice enjoyable app
Work perfectly!! Excellent app,5,us,work perfectly excellent app
Thank you for your,5,us,thank
best app. it helps me a lot for my entrance exam. so keep working hard.thank-you,5,us,best app help lot entrance exam keep working hardthankyou
It is really a good app.my son for 4.0 with help of this application.THANKS,5,us,really good appmy son help applicationthanks
This app is nice.can you do for grade 8?,5,us,app nicecan grade
Nice,5,us,nice
"i loved ,it it is a great app",5,us,loved great app
This app is very helpful and i advice to all who didn't install this app to install this thank you🙏🙏,5,us,app helpful advice didnt install app install thank
"Really great app with nice UX. By just only doing the questions here, I have a feeling of getting 600 in 12 matric exam.",5,us,really great app nice ux question feeling getting matric exam
good,5,us,good
🌻🌻💐💐💐🌻🌻 🌻🌺 እንኳን 🌺🌻 🌻🌹ደስ አላችሁ ምርጥ app 👉👉ነዉ👀🌹🌻 🌻🌻🌾🌾🌾🌻🌻 😁😋😁😁😚 😁😋😁😁😚 😁😋😁😁😚 🚿🛁😌 🎩 😁 👕👍Great! 👖,5,us,app great
It is a good apps,5,us,good apps
Great work.,5,us,great work
የ ስምንተኛ ክፍልም ክልል አቀፍ ስለሆነ ብታካትቱት መልካም ነው,5,us,
በጣም ጥሩ ነው። 💚💚💚💚💚💚💚💚💚 💛💛 🕊 ሰላም 🕊 💛💛 ❤️❤️❤️❤️❤️️❤️️❤️️❤️️❤️ ⁣📔📚           📚 📓📚📖  😫  📚📚📓 📕📚📚  📝  📗💻📘 📖⁣📖📖📖📖📖📖📖📖 የቤት ስራ ✏️📝✏️📝✏️📝✏️📝 ⁣☁️☁️☁️☁️☁️☁️☁️☁️☁️ ☁️☁️💗💗☁️💗💗☁️☁️ ☁️💗💗💗💗💗💗💗☁️ ☁️💗💗💗💗💗💗💗☁️ ☁️💗💗💗💗💗💗💗☁️ ☁️☁️💗💗💗💗💗☁️☁️ ☁️☁️☁️💗💗💗☁️☁️☁️ ☁️☁️☁️☁️💗☁️☁️☁️☁️ ☁️☁️☁️☁️☁️☁️☁️☁️☁️ 💝💝 💝💝 💝🍡🍡💝🍡🍡💝 💝 🍡🍡🍡🍡🍡 💝 💝 Miss you! 💝 💝🍡🍡🍡💝 💝🍡💝 💝 🎩 😁 👕👍Great! 👖 🍀🍀🍀🍀🍀,5,us,miss great
good exam's,3,us,good exam
Wonderful app thanks alot,5,us,wonderful app thanks alot
it is not free it ask mobile air time to open,5,us,free ask mobile air time open
this app is very good app. i advice you to be contenued to next generation.thank you !!!!!!!!!!!!!!,5,us,app good app advice contenued next generationthank
wow i never had such an interesting app.but think more about the wrong answers. thanks for preparing us for the exam,5,us,wow never interesting appbut think wrong answer thanks preparing u exam
very fantastic.....this app need more than 5 stars. many thanks goes to developers for their huge support to Ethiopian students.,5,us,fantasticthis app need star many thanks go developer huge support ethiopian student
hi what a cool developer god blesses u it helps me alot keep it on going,5,us,hi cool developer god blesses u help alot keep going
very neica,4,us,neica
Nice,5,us,nice
awesome!,5,us,awesome
በጣም ጥሩ አፕሊኬሽን ነው።,5,us,
I've never seen thiz kind of app tnx guy's!!!!!!!!!!!!!!,5,us,ive never seen thiz kind app tnx guy
ok,5,us,ok
dear ethio matric tnx for helping and prepared this apps a person who is astute this app will be done ......... tnx for prepare this app that we got the unabtrusive idea😎😎😎😎,5,us,dear ethio matric tnx helping prepared apps person astute app done tnx prepare app got unabtrusive idea
it is so incredible,5,us,incredible
great work,5,us,great work
It's very helpful. Thank you so much!,5,us,helpful thank much
best of best 10qs guys,5,us,best best q guy
good job,5,us,good job
not bad,4,us,bad
it's amezing app but the price is not fair.,3,us,amezing app price fair
It is a great app but the login option doesn't work. If you want to sign in you'll have to use another phone number.,4,us,great app login option doesnt work want sign youll use another phone number
option,5,us,option
i like it but the price is not good for poor student.,5,us,like price good poor student
very good,5,us,good
Understood,5,us,understood
በርታ ወንድሜ የሰራሀው በጣም ጠቃሚ ና ዋጋውም ተመጣጣኝ ነው የ19ናዎቹም ቢካተት ኣሪፍ ነው,5,us,
payment not fair,1,us,payment fair
Great app!!! Easy to use.,5,us,great app easy use
best app good job,5,us,best app good job
keep up... helpful app.,5,us,keep helpful app
i like pls never stop it,5,us,like pls never stop
Best app best work continue working hard,5,us,best app best work continue working hard
good,5,us,good
It's a great app special for those who takes the national exam and also with great service.,5,us,great app special take national exam also great service
This app is amazing and the cost is simple b/ce exam book fee is 120birr this app 1/3 of that and use the app any time any place ....,5,us,app amazing cost simple bce exam book fee birr app use app time place
It is very helpfull.,5,us,helpfull
What it is not worked why ?where is ancient apps that apps very fast app clear,5,us,worked ancient apps apps fast app clear
Just awesome!,5,us,awesome
subjectochun download ካደረኩ በሁአላ open app again ብሎ ከ አፑ ይወጣል ለምን?,1,us,subjectochun download open app
best,5,us,best
ሀሪፍ ነው,5,us,
woww,5,us,woww
The app is good😁,5,us,app good
wow,5,us,wow
this app is it is amazing app and it is simple for using.if all students can use this app it is interesting for education.,5,us,app amazing app simple usingif student use app interesting education
it is good but the download price is expensive,5,us,good download price expensive
It is a very helpful app and I wish you release other years exams Thank You,5,us,helpful app wish release year exam thank
best app,5,us,best app
waw yelele app new tetekemote,5,us,waw yelele app new tetekemote
"It is very beneficial, use it to prepare for matrick.",5,us,beneficial use prepare matrick
I Love It,5,us,love
it is good app for students,5,us,good app student
wow new,5,us,wow new
Amazing app,5,us,amazing app
It is the best app for grade 12,5,us,best app grade
"I thought it was for free. If you already download it, don't try to update it . For each it costs .",2,us,thought free already download dont try update cost
it's ok,5,us,ok
The First time I used this app it didn't work as it was intended to but after reconsideration I downloaded it and gave it another try and the app is not bad. It has a clean and easy to use user interface with minimalist design which I appreciate and up-to-date content if I'm not mistaken by far this one is the only one that has the latest examination sheets which can help students. I wish some of the contents are updated like English grade 12 needs to be updated.,3,us,first time used app didnt work intended reconsideration downloaded gave another try app bad clean easy use user interface minimalist design appreciate uptodate content im mistaken far one one latest examination sheet help student wish content updated like english grade need updated
i got excellent description and answers.,5,us,got excellent description answer
it's a very good app,5,us,good app
Very helpful,5,us,helpful
Tank you,5,us,tank
Good,5,us,good
😋😋,5,us,
very very and very useful,5,us,useful
Great job. I like your contribution guys.,5,us,great job like contribution guy
Ethiomatic team betam temechtachugnal. ye sost amet exam kene explanation betam gerami new. kifiyaw irasu betam kelal ena irkash new. gin anand yetekeru subjectochin tolo Entrance sayiders bitadersulin des yilegnal. Thank you for your support Ethiomatric Team.,5,us,ethiomatic team betam temechtachugnal ye sost amet exam kene explanation betam gerami new kifiyaw irasu betam kelal ena irkash new gin anand yetekeru subjectochin tolo entrance sayiders bitadersulin de yilegnal thank support ethiomatric team
so so helpful thank u guys,5,us,helpful thank u guy
awesome app for student thanks the whole team working on this software,5,us,awesome app student thanks whole team working software
helpful...but takes many times for update,5,us,helpfulbut take many time update
very useful app the,4,us,useful app
absolutely perfect,5,us,absolutely perfect
Betam harif new ye2008-10 mekatetu. Wagawun atchmerut enji bezih waga dehna new. Gin abzanochu subjectoch ye2009 bicha new yalew. Tolo yelelochun bitakattut,5,us,betam harif new ye mekatetu wagawun atchmerut enji bezih waga dehna new gin abzanochu subjectoch ye bicha new yalew tolo yelelochun bitakattut
nice app,5,us,nice app
This apk is very helpfull for extreme students. lets enjoy it!,5,us,apk helpfull extreme student let enjoy
betam asfelagi app nw bebzu amarach bikerb nice nw,4,us,betam asfelagi app nw bebzu amarach bikerb nice nw
I have very good service from this app.,5,us,good service app
add also 2010 questions of matric grade twelve and also add english,5,us,add also question matric grade twelve also add english
Its really wonderfull,5,us,really wonderfull
it is so interesting,5,us,interesting
I like this app I wish if you guess are going to develop it more and more thanks,5,us,like app wish guess going develop thanks
i like it,4,us,like
it is the best one,5,us,best one
nice app,1,us,nice app
"I totally amezed by this app,good job!!!!!",5,us,totally amezed appgood job
it's a good app. please add some subjects,5,us,good app please add subject
Thank u 😂😂😂,5,us,thank u
wow very good app thanx,5,us,wow good app thanx
Excellent keep going,5,us,excellent keep going
wow it's amazing.I'm really thankful to the developers for doing this😁👍,5,us,wow amazingim really thankful developer
it's good app mostly i like the questions that categorized in one unit but sometimes there is a little mistakes,4,us,good app mostly like question categorized one unit sometimes little mistake
I'm glad,5,us,im glad
I like this application,1,us,like application
it is best,5,us,best
good apk,5,us,good apk
interesting,4,us,interesting
best app,5,us,best app
i wish if you include civic,4,us,wish include civic
"its very nice and very helpfull, its helping me so much i appreciate your work so keep it up. bless you! !!",5,us,nice helpfull helping much appreciate work keep bless
I like it but I didn't get all the questions,5,us,like didnt get question
It Will be better if it was included past year questions,5,us,better included past year question
It is nice if there is English,5,us,nice english
it's usefull!,4,us,usefull
Useful app for Ethiopian students. ILike it. Keep it up !,5,us,useful app ethiopian student ilike keep
i like it,5,us,like
ለተማሪዎች አስፈላጊ አቅማችንን የምንፈትሽበት መተግበሪያ,5,us,
ለደደብ,5,us,
"So good but there is no question for Amharic ,civic,others",5,us,good question amharic civicothers
cool,5,us,cool
its bloody fantastic i liked it,5,us,bloody fantastic liked
it is very amazimg app but sometimes giving wrong answers I believe you'll work for that too!,5,us,amazimg app sometimes giving wrong answer believe youll work
Good app.,5,us,good app
cool,4,us,cool
its my first time using it never heard of it but made by an Ethiopian engineer i quite liked it thumbs up :),5,us,first time using never heard made ethiopian engineer quite liked thumb
nice,4,us,nice
Still downloading it,5,us,still downloading
cool,5,us,cool
በጣም ደስ ይላል!,5,us,
"why dont have history , civic",3,us,dont history civic
Great app . I wish if it was available back in 2 years.UNTASTED KNOWLEDGE IS FORGATABLE .For those of you who are questioning what would happen to you on(and after) matric dispite of your hardwork (or not even working) this is the bast and the easyest way of nowing what your results willbe. you can fairly judge your self now what % of each unit you truly memorize without being forced to look around 999 questions on the exambooks.,4,us,great app wish available back yearsuntasted knowledge forgatable questioning would happen onand matric dispite hardwork even working bast easyest way nowing result willbe fairly judge self unit truly memorize without forced look around question exambooks
i am soo glad the finally made this app,5,us,soo glad finally made app
it is good but it want many downloads it want 6 times,4,us,good want many downloads want time
Amazing helpful app I have ever seen,5,us,amazing helpful app ever seen
This app is best but i update it he stop working he say unpourtunetley stop help me what me do may phone is tecno ka7 or spark 2,5,us,app best update stop working say unpourtunetley stop help may phone tecno ka spark
ከ 2005 በላይ ያሉትን ብትሰሯቸው በጣም ሀሪፍ ነው ፡ app ግን በጣም ከሚገባው በላይ ተመችቶኛል፡፡ ቀጥሉበት....,5,us,app
"GOOD PRECISE EXPLANATIONS,' ALLOCATED ACCORDING TO EACH UNIT OR AS A WHOLE., AS YOUR WANT; AND MORE.",5,us,good precise explanation allocated according unit whole want
በጣም አሪፍ ነው ግን ሁሉንም subject እና 19-- ጀምሮ ያለውን ለ 10 እና 12,5,us,subject
I think this app is necessary for me and other.,5,us,think app necessary
AddisMatric,5,us,addismatric
nice,5,us,nice
Every grade 12 student should have this app. it has all 2009 question with their unit,5,us,every grade student app question unit
It is good just keep it up,5,us,good keep
I think it seems great &it is also great,5,us,think seems great also great
Very need of do exam plus in other year's like like keep it u g12,5,us,need exam plus year like like keep u g
10q developer great application,4,us,q developer great application
It is very good.,5,us,good
"Keep it up , bros!",5,us,keep bros
Amazing keep it up,5,us,amazing keep
አሪፍ ነው በርቱ ። ግን የሌሎችንም አመት ጨምሩ ፈተናው ሳይቃረብ። በተለይ የ12 ክፍል,5,us,
Wow yasblal,5,us,wow yasblal
I like app,5,us,like app
It is excellent,5,us,excellent
Keep it up!,5,us,keep
I loved this app and I want to appreciate the developer.,5,us,loved app want appreciate developer
Wow,5,us,wow
The best app ever,5,us,best app ever
It is good app,5,us,good app
Loved it...,5,us,loved
good work. tnks for support student,5,us,good work tnks support student
Very useful Ethiopian educational app ever.,5,us,useful ethiopian educational app ever
I like it continued this app program,5,us,like continued app program
I like this app. I found is very important for students (specialy for Ehiopian's) who are going to take a national exam. What I want to comment is that increase number of questions rather than 2009 sheet.,5,us,like app found important student specialy ehiopians going take national exam want comment increase number question rather sheet
Useful app,5,us,useful app
It is amazing app every student should have this app!wonderful!,5,us,amazing app every student appwonderful
It is best I love it because it helps us,5,us,best love help u
Good,1,us,good
አሪፍ ነዉ በኢትዮጵያዊነቴ ኮራሁ 🌾,5,us,
I'm downloading it.I think it is very helpful!,5,us,im downloading iti think helpful
Good,5,us,good
5 star,5,us,star
Good,4,us,good
Nice one,5,us,nice one
👍👍👍,4,et,
Thank you very much It is interesting app for students,5,et,thank much interesting app student
thanks for this great app,5,et,thanks great app
very good,5,et,good
"It doesn't open on ZTE smartphones and I didn't used it I want to use it because all students recommended me to use but it wasn't opening on my smartphone. please, update it for ZTE users!!!!",5,et,doesnt open zte smartphones didnt used want use student recommended use wasnt opening smartphone please update zte user
you are the father of all student in Ethiopia,5,et,father student ethiopia
I need it for my life,5,et,need life
Best explanations for the EUEE questions with a great UI! Thank you for your dedication doing such a supporting app for Ethiopian highschool students.,5,et,best explanation euee question great ui thank dedication supporting app ethiopian highschool student
good,5,et,good
most essential app which I have ever seen,5,et,essential app ever seen
Just use it!,5,et,use
it rely anise,5,et,rely anise
I'm really like it I hope it will help me,5,et,im really like hope help
ɴᴏᴛʜɪɴɢ ᴛᴏ ᴄᴏᴍᴘᴇʀᴇ ᴛʜɪs ᴀᴘᴘ ᴛʜᴀɴᴋs ғᴏʀ ᴀʟʟ ᴀᴅᴍɪɴsᴛʀᴀᴛᴏʀs ᴏғ ᴛʜɪs ᴀᴘᴘ,5,et,s
that is very nice❤️,5,et,nice
Best app and good. I like it,5,et,best app good like
"it's good app, I appreciate",5,et,good app appreciate
"While the app is very useful and functions seamlessly overall, I’ve encountered a frustrating issue. After answering a few questions, if I switch to another app—such as a calculator—and then return, the app refreshes completely and loses all previous progress. This can be quite annoying. Aside from this, I haven't experienced any other issues!!!",4,et,app useful function seamlessly overall ive encountered frustrating issue answering question switch another appsuch calculatorand return app refreshes completely loses previous progress quite annoying aside havent experienced issue
why don't active,5,et,dont active
U guys have the best app. It is really helping me ace my Exam. I gave you 3 stars for some reasons: 1. There's No Dark Mode option on the App which is very crucial for those who study from their devices most of the time 2. Everytime I update the App Boom my Progress is gone. You guys have to fix this either by storing it locally or adding Sync option. I don't want to check through all questions I have done before.,3,et,u guy best app really helping ace exam gave star reason there dark mode option app crucial study device time everytime update app boom progress gone guy fix either storing locally adding sync option dont want check question done
thank for all,5,et,thank
it is great,5,et,great
Excellent study tool well-structured and packed with perfectly detailed entrance exam questions.,5,et,excellent study tool wellstructured packed perfectly detailed entrance exam question
i have found it helpful for entrance and academical exam taker 🤝,5,et,found helpful entrance academical exam taker
❤️❤️❤️💯 right,5,et,right
thanks a lot 🙏🏻,5,et,thanks lot
I really love this app!I really appreciate the explanations after every question they helped me understand my mistakes and learn better. Highlyrecommended for anyone studying for their exams!,5,et,really love appi really appreciate explanation every question helped understand mistake learn better highlyrecommended anyone studying exam
more than my expectations,5,et,expectation
it is the most important app for Ethiopian students 👍,5,et,important app ethiopian student
dont update! once i updated the app everything saved that showed my progress was removed. 200 birr for an app that dont even save(developer you are a joke ),1,et,dont update updated app everything saved showed progress removed birr app dont even savedeveloper joke
በጣም ምርጥ app ነው ያለፋ የፈተና ወረቀቶችን ከመሰብሰብ ገና ደግሞ እያንዳንዱ ጥያቄ ከየትኛው ምእራፍ እንደመጣ መለየት ገና መልሳቸውን ለመስራት የምፈጀውን ጊዜ እና ጉልበት በጣም ቆጥቦልኛ እና ለአበልጻጊዎቹ ምስጋናዬ የላቀ ነው በርቱልን👍👍👍,5,et,app
nice good,5,et,nice good
best app ever,5,et,best app ever
good 👍 for the rest 😌,5,et,good rest
because it useful,5,et,useful
you do good jobs,1,et,good job
The Goat,5,et,goat
No መሰሰት ለ rating🥰,5,et,rating
it is best app for entrance exam,5,et,best app entrance exam
nice,5,et,nice
the best,5,et,best
"fix the app the new update just started saying connection failed, please try again and i cant use the app anymore pls fix this issue",1,et,fix app new update started saying connection failed please try cant use app anymore pls fix issue
Sintun asalefnew eyegefafanew😎😘,5,et,sintun asalefnew eyegefafanew
It's different 🙌,5,et,different
better time with this app,1,et,better time app
what a platform 👌,5,et,platform
Best for high school student,5,et,best high school student
good,5,et,good
it is the best app I have ever used,5,et,best app ever used
it's good,5,et,good
best,5,et,best
the importance app for students is this 👌,5,et,importance app student
"This app is not only used for Grade 12 students, but also uses for all because is has all matric questions and categorized into their chapter thanks !",5,et,app used grade student also us matric question categorized chapter thanks
Trash and paid!,1,et,trash paid
worest is need fee,1,et,worest need fee
"this app is very important for grade 12 student, use it.",5,et,app important grade student use
cool🔥🔥,5,et,cool
"this app look amazing but it is not working for my phone ZTE. it says after I downloaded it ""this app is not capable with this ZTE"" if you solve it I will give you 5 star,solve it please",1,et,app look amazing working phone zte say downloaded app capable zte solve give starsolve please
Such a good app,4,et,good app
It is the best,5,et,best
it doesn't work on my phone immediate soln please.,2,et,doesnt work phone immediate soln please
"I found this app very useful! I'll be taking the national exam this year, and this thing is really helping me. Thank you!",5,et,found app useful ill taking national exam year thing really helping thank
Nice,5,et,nice
"First and foremost, I want to commend you on the user-friendly interface. Navigating through the past papers is seamless, and the search functionality makes it easy to find specific topics or questions. The inclusion of detailed explanations for each answers is particularly helpful for understanding concepts better. I also appreciate variety of exam format available ,which allows users to practice comprehensively. Overall your app has been invaluable resources in my exam preparation.",5,et,first foremost want commend userfriendly interface navigating past paper seamless search functionality make easy find specific topic question inclusion detailed explanation answer particularly helpful understanding concept better also appreciate variety exam format available allows user practice comprehensively overall app invaluable resource exam preparation
"It's an amazing app,but I wish this app would be available on computers since it will make us ready for online exams as well",5,et,amazing appbut wish app would available computer since make u ready online exam well
Important app for grade 12,5,et,important app grade
Çok guzel(very good),4,et,ok guzelvery good
I can surely say that it's the best I've ever seen. Good job ethio matice,5,et,surely say best ive ever seen good job ethio matice
Good to students,5,et,good student
ETHIO MATRICX Reduce my Exertion!!!,5,et,ethio matricx reduce exertion
