content,score,country,clean_review
Good,5,et,good
So cool,5,et,cool
Good,5,et,good
Good job ride !,5,et,good job ride
am happy on this app,5,et,happy app
Always good service,5,et,always good service
Wonderful app,5,et,wonderful app
Great app,5,et,great app
Excellent application,5,et,excellent application
Great service,5,et,great service
It's very good that's why I gave you five 🌟,5,et,good thats gave five
Thank u,5,et,thank u
Nice service keep it up,4,et,nice service keep
Still good,3,et,still good
Its a very nice thing to do in ethiopia and cheap and Comfortable,4,et,nice thing ethiopia cheap comfortable
verye fast & Realy Praice Is Faer,5,et,verye fast realy praice faer
"Compatible, easy to access, convenient",5,et,compatible easy access convenient
Great technology is introduced to this country . I would like to encourage the founder and everyone who works at this company exemplary,5,et,great technology introduced country would like encourage founder everyone work company exemplary
"I see money drivers, many are so kind and good but a little have no trustability.",5,et,see money driver many kind good little trustability
Simply awesome 👌👏👏,5,et,simply awesome
Goodm,5,et,goodm
Excellent,5,et,excellent
Best,5,et,best
Nice,5,et,nice
It is very interested application,5,et,interested application
🇪🇹🙏 በጣም ደስተኛ ነኝ በራይድ አገልግሎት በርቺ,5,et,
I love IT!!!,5,et,love
Awesome,5,et,awesome
Best app I have ever seen in Ethiopia,5,et,best app ever seen ethiopia
Always peaceful and on time,5,et,always peaceful time
Timely important app with good user interface and it would be great app if it has language selections option.,5,et,timely important app good user interface would great app language selection option
Nice app,5,et,nice app
I'm happy to with the app but. The map should work offline to load map faster,4,et,im happy app map work offline load map faster
Best,5,et,best
♥♥♥,5,et,
It's a pretty easy and very ideal app. It's a best way to make life easier.,4,et,pretty easy ideal app best way make life easier
Amazing,5,et,amazing
The application is so slow,4,et,application slow
I was riding with my kids and this guy almost crashed us. worst experience ever. they didn't even train their drivers well.,1,et,riding kid guy almost crashed u worst experience ever didnt even train driver well
Not bad,5,et,bad
Ok,5,et,ok
"The best service in Addis abeba ,keep it up.",5,et,best service addis abeba keep
The best app in Ethiopia.,5,et,best app ethiopia
Fine,5,et,fine
Its z best!!!!!!!!!!-,5,et,z best
The safe and reliable taxy service in addis you can always get in short minute for maximum 5mnt. It suppose to survive you from the GUNGE LADA. Thank you for the creater and team of you!,5,et,safe reliable taxy service addis always get short minute maximum mnt suppose survive gunge lada thank creater team
Great app to you use.,5,et,great app use
Best ride sharing app in Ethiopia,5,et,best ride sharing app ethiopia
"One step a head for Addis Meter taxi. Amazing drivers, clean and good cars and No BARGAINING. It is super easy to use. I always use the App. I loved it!",5,et,one step head addis meter taxi amazing driver clean good car bargaining super easy use always use app loved
best,5,et,best
wonderful,5,et,wonderful
The best solution,5,et,best solution
Good job,5,et,good job
Nice one,5,et,nice one
Very nice app i like it.,5,et,nice app like
I never see like ride service....its amezing,5,et,never see like ride serviceits amezing
Ride is a life saver for most of us who suffered from the unbearable transportation problem in Addis! Big up for the creaters !! Thank you for being the most secured service with a moderate price in Town!,5,et,ride life saver u suffered unbearable transportation problem addis big creaters thank secured service moderate price town
👍👍👍👍,5,et,
"Dear ride... Rider I liked your business and the help for us. But I am afraid your call service is too bad. You are not picking the phone in time. Should I carry smartphone everythime, what if I use the call service?",3,et,dear ride rider liked business help u afraid call service bad picking phone time carry smartphone everythime use call service
Nice app time sever,5,et,nice app time sever
Nice app,5,et,nice app
Best and secured travel with ride,5,et,best secured travel ride
Nice app,5,et,nice app
Nice,5,et,nice
IT MAKES MY LIFE EASY BUT SOMETIMES THE MAP GOES WRONG,5,et,make life easy sometimes map go wrong
It's the best one for ethiopia,5,et,best one ethiopia
Really,5,et,really
"Great application, fast to use and safety concerned . Keep it up",5,et,great application fast use safety concerned keep
Best one!,5,et,best one
Safe travel,1,et,safe travel
Good,4,et,good
Deliver cecipt,1,et,deliver cecipt
😍,5,et,
I love Ride,5,et,love ride
it is great and easy to use it.,4,et,great easy use
Very nice,5,et,nice
I have found it very nice app,5,et,found nice app
PERFECT,4,et,perfect
ምርጥ አፕ ሾፌሮቹ ግን በብዛት ቦታ አያዉቁም,5,et,
"So smart, easy and essential app.",5,et,smart easy essential app
"It's really really perfect app, I liked.",5,et,really really perfect app liked
The transport you will not believe Never used any taxi Only ride Dream of nation in ethiopia,5,et,transport believe never used taxi ride dream nation ethiopia
FREQUENT update request,4,et,frequent update request
Its make life easier,5,et,make life easier
nice,5,et,nice
ጥሩ ነው በርቱ,3,et,
👌👌👌👌,5,et,
Simple to get a ride and very reliable,5,et,simple get ride reliable
Best app,5,et,best app
Okan stidio,5,et,okan stidio
Expedia,3,et,expedia
Excellent,5,et,excellent
nice app,5,et,nice app
Very helpfull app i would give 5stars,5,et,helpfull app would give star
one of the best transportation option,5,et,one best transportation option
That's good,5,et,thats good
This is the best app and the best transportation system also ride is best,5,et,best app best transportation system also ride best
Its amazing,5,et,amazing
Happy,5,et,happy
Nice,5,et,nice
I give 5 Stars for the App utility. But for the performance and for the continuous update request that doesn't bring any kind of real updates I give 1 and 2 Stars!!!!!,3,et,give star app utility performance continuous update request doesnt bring kind real update give star
Nice,4,et,nice
Good,5,et,good
Gtacheaw,5,et,gtacheaw
Booo boooooo worst app always update,1,et,booo boooooo worst app always update
😍😍😍😍😍😍😍😍,5,et,
Am.very happy to gate this app,5,et,amvery happy gate app
"best app, easy to use",5,et,best app easy use
ዘወ፧,5,et,
Perfect Transport app,5,et,perfect transport app
Nice app,4,et,nice app
Convenient,5,et,convenient
The drivers cancel too often.not reliable anymore.the service is detroriating,1,et,driver cancel oftennot reliable anymorethe service detroriating
Good,4,et,good
GOOD BUT IT UPDATE FASTER,3,et,good update faster
Good,5,et,good
Reliable and easy to use,5,et,reliable easy use
Best App,4,et,best app
Good,5,et,good
good,5,et,good
perfect,5,et,perfect
Good,5,et,good
Unable to book when abroad,3,et,unable book abroad
"the service is all good and so is the price but the driver's can't know your exact place & this is tough when trying to get picked up from home or somewhere that isn't known as you have to explain where you are. Also the app asks to update very frequently and doesn't open if it's not updated, that is very annoying.",3,et,service good price driver cant know exact place tough trying get picked home somewhere isnt known explain also app asks update frequently doesnt open updated annoying
Just a wonderful service,4,et,wonderful service
Wow,5,et,wow
The time calculations for the driver arrival is mostly wrong. It needs to consider factors and should provide updates constantly. It kees you waiting saying the driver is arriving for long.,3,et,time calculation driver arrival mostly wrong need consider factor provide update constantly kees waiting saying driver arriving long
It's a good Job.,5,et,good job
Good,5,et,good
Awesome,5,et,awesome
use much network,1,et,use much network
"the app was good. but the new update is hard to install, I don't get why I have to either exit or update the app when I it's hard to update.",1,et,app good new update hard install dont get either exit update app hard update
Nice,5,et,nice
Great so far! Keep it up!,5,et,great far keep
Just perfect,5,et,perfect
I love it,5,et,love
Its nice and easy to use your service all the time,4,et,nice easy use service time
Good,1,et,good
I've widerful experience . Keep up the good service,5,et,ive widerful experience keep good service
great,5,et,great
Cool!,5,et,cool
The best Ride service ever except the location search tripping sometimes👍👍👍👏👏👏,5,et,best ride service ever except location search tripping sometimes
Great App with great service,5,et,great app great service
Good,4,et,good
the app size is too big!!!!! couldn't update due to that! so i am forced to call 8294. think of 'Ride lite',2,et,app size big couldnt update due forced call think ride lite
It's good I'm so interested and I hope we waiting many things,5,et,good im interested hope waiting many thing
Ride has been my choice since day one with the e receipt availability and a tech to avoid abusive price dickering with the 'Lada' and yellow taxi's at the airport. The app works fine but here are some points to be improved 1. I constantly find my pickup location to be considerably distant from the driver's and need to cancel and order again. 2. Most of driver's don't really know their location and tend to gather the info from the customer via phone. 3. They also tend to inquire the destination.,3,et,ride choice since day one e receipt availability tech avoid abusive price dickering lada yellow taxi airport app work fine point improved constantly find pickup location considerably distant driver need cancel order driver dont really know location tend gather info customer via phone also tend inquire destination
Love,5,et,love
"Good app but, drivers not available everywhere",5,et,good app driver available everywhere
Best transport alternative,5,et,best transport alternative
It is nice job keep going,5,et,nice job keep going
"I used to call, but I can do this as well.",5,et,used call well
Ride is a good way to travel quick and easy their drivers are good to take to,5,et,ride good way travel quick easy driver good take
bless you,4,et,bless
nice,4,et,nice
love it,5,et,love
It works well i like it keep it up,5,et,work well like keep
Very vood,2,et,vood
"Realy,it's nice.",5,et,realyits nice
ስኬትን ባግባቡ ማስተዳደር አለመቻል የውድቀት መጀመሪያ ነው!,1,et,
All is great but the drivers don't know how to use maps,3,et,great driver dont know use map
nice app,5,et,nice app
"If you've lived in Addis before RIDE, you know this app is one of the best things that happened to the city. The map sometimes can get your location wrong and the drivers don't seem to use the map feature anyway so there is no doubt that there is room for improvement but overall this is a good app.",5,et,youve lived addis ride know app one best thing happened city map sometimes get location wrong driver dont seem use map feature anyway doubt room improvement overall good app
Nice,5,et,nice
Since activating my account...i have been in awes and wows....with plenty if drivers and affordable price..you guys are a good exaple of how transportation at an affordable price should work..Thank you,5,et,since activating accounti awe wowswith plenty driver affordable priceyou guy good exaple transportation affordable price workthank
Very interesting app ... but users should always make sure to enter the exact pickup and drop off location. Keep it up.,5,et,interesting app user always make sure enter exact pickup drop location keep
best app ever,5,et,best app ever
Nice App with Great service...,5,et,nice app great service
Best app and fast to use,5,et,best app fast use
great service,4,et,great service
Fantastic,5,et,fantastic
Please Update map and location name,5,et,please update map location name
Best service in addis,5,et,best service addis
Wonderful app,5,et,wonderful app
Great job,5,et,great job
Ride user,5,et,ride user
Nice,2,et,nice
Practical and easy,4,et,practical easy
Amazing app,4,et,amazing app
Very good.,4,et,good
Fooooookin awesome,5,et,fooooookin awesome
The app and speed is very good u gone so far than other competitors but ur drivers are not accepting our request I really disappointed by this behavior of ur driver,5,et,app speed good u gone far competitor ur driver accepting request really disappointed behavior ur driver
"Stop spamming me with notifications. I know how to disable it, but it's not correct to spam others(who can't disable it with notifications). Notifying us once a week is fair but sending us every other day isn't.",5,et,stop spamming notification know disable correct spam otherswho cant disable notification notifying u week fair sending u every day isnt
Goood jobe,4,et,goood jobe
"I'm new getting service from you, however I am trying to get the information to call RIDE",1,et,im new getting service however trying get information call ride
Great app. Thanks,5,et,great app thanks
Easy for transport,5,et,easy transport
This app is the best it makes life easy pize..,5,et,app best make life easy pize
very nice app,5,et,nice app
🙌,5,et,
Gud,3,et,gud
Amazing,5,et,amazing
Excellent,5,et,excellent
"Nice application, but it needs quick update",5,et,nice application need quick update
Nice,3,et,nice
I got fair taxi service in Ethiopia. Thanks so much. You have done good job. Jack Jiang from China.,5,et,got fair taxi service ethiopia thanks much done good job jack jiang china
Estife,5,et,estife
Great,3,et,great
Nice one,5,et,nice one
Nice service with nice app,4,et,nice service nice app
Make life easy,5,et,make life easy
Am happy about your service but I couldn't able to update your app and I use your call center it is too busy and its costly to get the service. Sometimes my calls were not answer and it charges me for my call.you have to think about your call center.nothing more to say thank for starting Ride !!!!,5,et,happy service couldnt able update app use call center busy costly get service sometimes call answer charge callyou think call centernothing say thank starting ride
"Couldn't open the application, then called 8294 but no one is there to respond",1,et,couldnt open application called one respond
Amazing application,5,et,amazing application
"It's so nice to use ride and the App,but please tell your drivers(not all)that passengers are also smarter cause i got cheated tonight. i trusted the driver and didn't concentrate on when he started counting(my mistake)but i knew i was cheated because i paid 30 birr more of what i usually pay and it was 22:00h so no other factor,trust me.personaly, i don't want to report the guy ,but most are so honest so please give training on customer handling,decent hairstyle & being honest to users.",4,et,nice use ride appbut please tell driversnot allthat passenger also smarter cause got cheated tonight trusted driver didnt concentrate started countingmy mistakebut knew cheated paid birr usually pay h factortrust mepersonaly dont want report guy honest please give training customer handlingdecent hairstyle honest user
Very helpful,5,et,helpful
"It is ok,",5,et,ok
Tbis. Company doing good the employees too their business is very nice.i like them.,5,et,tbis company good employee business nicei like
Good,4,et,good
Best,5,et,best
so far so good,5,et,far good
Nice tecnology,5,et,nice tecnology
its a quality service,5,et,quality service
fast. convenient. reliable.,5,et,fast convenient reliable
I had a satisfactory ride. The drivers were disciplined. Keep it up.,5,et,satisfactory ride driver disciplined keep
Request for update lead to reduce the use this app,1,et,request update lead reduce use app
Very useful app,5,et,useful app
This is real transformation.,5,et,real transformation
👍👌,4,et,
So far so good,4,et,far good
Tewoderos,5,et,tewoderos
Nice to use,5,et,nice use
Its fast and easy to use. In addition I appreciate that we are able to see the full detail of the driver and the car which I believe avoids trust issues,5,et,fast easy use addition appreciate able see full detail driver car believe avoids trust issue
Amazing,5,et,amazing
I been using this app whenever I need ride but the drivers do not come to the exact location I think have many location so naggin with the drivers and arguing will decrease,1,et,using app whenever need ride driver come exact location think many location naggin driver arguing decrease
great service and recommend them to anyone who requires transportation in Addis Ababa,1,et,great service recommend anyone requires transportation addis ababa
"Even though ride has been doing an incredible job, the way of payment needs to be various. so far so good though!",4,et,even though ride incredible job way payment need various far good though
perfect keep going,5,et,perfect keep going
አኸኘከኸከከሸከ,4,et,
good,5,et,good
great app,5,et,great app
"It's an unbelievable experience to try one of them. I mean, be it on a timely basis, confort, reliability and specially you don't have to bargain a deal about how much it may cost you. And is much more cheaper than the blues.",4,et,unbelievable experience try one mean timely basis confort reliability specially dont bargain deal much may cost much cheaper blue
best of all,5,et,best
like your app,5,et,like app
Nice app,5,et,nice app
It is good and easy for me,5,et,good easy
sami,5,et,sami
nice,5,et,nice
Nice app lik your servic,5,et,nice app lik servic
Very best,5,et,best
Nice app,5,et,nice app
Great,5,et,great
"I love it,it's very user friendly and has precise estimation.",5,et,love itits user friendly precise estimation
nice app and mony saving,5,et,nice app mony saving
Amazing app,5,et,amazing app
Great,5,et,great
"yes i highly recommend Ride App to all out there if you guys ask why? their price is very reasonable, they are respectful, they are on time, they are friendly with there clients i would say a lot more etc................  the Ride Application is working all the time he driver is on time and they are all professional  Good job Ride team keep going what you guys are doing   Regards,  Armaye",5,et,yes highly recommend ride app guy ask price reasonable respectful time friendly client would say lot etc ride application working time driver time professional good job ride team keep going guy regard armaye
I love this service.......thank u!!!,5,et,love servicethank u
v good,4,et,v good
best and fast,5,et,best fast
work,5,et,work
"Hii, First of all, congratulations for starting much awaited taxi service. But, if you want to make it successful then please improve given below points: 1) your drivers don't know anything about Addis. They don't know how to use GPS. 2) drivers are not even aware of the main locations of Addis Ababa. 3) one of your driver asked me to pay extra. 4) why you are showing other countries places in search results. 5) price is reasonable. 6) as a foreigner, i appreciate you to start this service",3,et,hii first congratulation starting much awaited taxi service want make successful please improve given point driver dont know anything addis dont know use gps driver even aware main location addis ababa one driver asked pay extra showing country place search result price reasonable foreigner appreciate start service
I love it,5,et,love
Great transportation way for ethiopia,5,et,great transportation way ethiopia
Excellent !!!,5,et,excellent
good,5,et,good
it is god,5,et,god
keep up,5,et,keep
The best and easy to use,4,et,best easy use
very fast service & resenable price,5,et,fast service resenable price
it is nice app,5,et,nice app
Good,5,et,good
ex,5,et,ex
good thinker,3,et,good thinker
cool,5,et,cool
good!,5,et,good
Fabulous,5,et,fabulous
"fast, clean and no argument for the fsre",5,et,fast clean argument fsre
bola mekyle,5,et,bola mekyle
በተለያዩ ሀገር ቆይታቹሁ ሀገረ ቤተ ለምትገቡ it good I advise you !,5,et,good advise
amazing,5,et,amazing
perfect!!!,5,et,perfect
amazing,5,et,amazing
amazing App,5,et,amazing app
it's asking me to update it again a d again.,1,et,asking update
It is the best taxi app they just get in 5 minutes,5,et,best taxi app get minute
good,4,et,good
gerare. selte. safgare,5,et,gerare selte safgare
best service in town,4,et,best service town
"Inaccurate trip measurement, inefficient (deaf) customer complaint management and 'a rising star' in an hollow service area (the service is just leapfrogging in this zone of the globe). Better than nothing!",2,et,inaccurate trip measurement inefficient deaf customer complaint management rising star hollow service area service leapfrogging zone globe better nothing
good,5,et,good
Eases life,5,et,eas life
የምር አሪፎች ናችሁ right time right app,5,et,right time right app
not sure,5,et,sure
pass,5,et,pas
best,5,et,best
best solution to acess taxi,5,et,best solution acess taxi
very nice,5,et,nice
The best app yet.,5,et,best app yet
nice,5,et,nice
awesome awesome,5,et,awesome awesome
very good,4,et,good
Amazing app,5,et,amazing app
"its amazing but if it's at night, and if it's too far they wont come and cancel the ride. That's the only bad side of the application, they should be forced to do well",4,et,amazing night far wont come cancel ride thats bad side application forced well
helpful app ever seen.,5,et,helpful app ever seen
ride is the best but at the same time some of your drivers need to be trained,4,et,ride best time driver need trained
the call sysytem is really money consuming and they put you on hold even when there arent costomers just to take the money. the taxi drivers switch rutes just to make more money out of you. Ride app is not safe for foreigners as well,1,et,call sysytem really money consuming put hold even arent costomers take money taxi driver switch rutes make money ride app safe foreigner well
这个App非常好,5,et,app
The best one!!!,5,et,best one
good experience. fares are good. no need to hustle with negotiations and the e-receipt is prompt. the drivers are polute and cars are clean and safe. No more scary blue taxis!! and difficult expensive yellow taxis! however please consider developing an in app chat tool to allow for communication between drivers and riders especially for international guests that dont purchase the local sim cards (short stay guests) your drivers cancel too much!!! ive had 4cancellations in less than 30mins!,3,et,good experience fare good need hustle negotiation ereceipt prompt driver polute car clean safe scary blue taxi difficult expensive yellow taxi however please consider developing app chat tool allow communication driver rider especially international guest dont purchase local sim card short stay guest driver cancel much ive cancellation less min
OK,3,et,ok
Excellent,5,et,excellent
very good app.,4,et,good app
excellent,5,et,excellent
"Great app, really, i highly recomand it",5,et,great app really highly recomand
well done,5,et,well done
I will just say it's a life savior. Kudos!,5,et,say life savior kudos
like your servic ande nice app,5,et,like servic ande nice app
nice app,5,et,nice app
nice app and it is active app,5,et,nice app active app
amazing,5,et,amazing
its best app,5,et,best app
very good app,4,et,good app
goed,5,et,goed
mostly good considering where we live,4,et,mostly good considering live
amazing app and time savire,5,et,amazing app time savire
very helping,5,et,helping
perfect city transport solution provider,5,et,perfect city transport solution provider
amazing app,5,et,amazing app
እንደ ጀማሪ ሳይሆን በቂ ተሞክሮ እንዳለው ድርጅት እየሰራ ነው ተፎካካሪ የለንም ሳትሉ ሳትዘናጉ በቅንነት ስሩ,5,et,
very useful keep up the good work !,5,et,useful keep good work
Nice app,5,et,nice app
Nice,5,et,nice
nice app,4,et,nice app
"Cool map and searching, Just make the route to be choosen and traffic roads open and crowded by making a road color like google.",5,et,cool map searching make route choosen traffic road open crowded making road color like google
good,5,et,good
This is literally a life saver!,5,et,literally life saver
i don't have any words.....just more than uber,5,et,dont wordsjust uber
I think this app is very useful in our country so I like it,5,et,think app useful country like
exellent,5,et,exellent
like yoru servic and amazink app,5,et,like yoru servic amazink app
your servic is aince and amezing app,5,et,servic aince amezing app
des belognal,5,et,de belognal
good job,5,et,good job
Great service. The app is working great. The only reservation is it works only with VPN on.,4,et,great service app working great reservation work vpn
best,5,et,best
this app is profession app,5,et,app profession app
amazing app on time and profession,5,et,amazing app time profession
like like,5,et,like like
like your app and amazing time sever,5,et,like app amazing time sever
nice app,5,et,nice app
best,5,et,best
be servicachu destegna ngn,5,et,servicachu destegna ngn
Not great,3,et,great
Keep it up,5,et,keep
what a wonderful application you have made life easier,5,et,wonderful application made life easier
Amazing app and profession time saver,5,et,amazing app profession time saver
i like this service,5,et,like service
like your app,5,et,like app
good to see this app,5,et,good see app
I'm proud of you guys !,5,et,im proud guy
Nice service,5,et,nice service
nice,5,et,nice
"time saving, fair and profational.",5,et,time saving fair profational
amazing app,5,et,amazing app
ride wedegewalew,5,et,ride wedegewalew
this app is so smart,5,et,app smart
l like this app,5,et,l like app
it's amanzing transportation creativity in ETH A.A,5,et,amanzing transportation creativity eth aa
nice app,5,et,nice app
nices service tnxs to expires this app,5,et,nice service tnxs expires app
time siver app,5,et,time siver app
let god help ur in success,5,et,let god help ur success
it was good,3,et,good
Amazing app time savir,5,et,amazing app time savir
oh ride soon nice,5,et,oh ride soon nice
best idea,5,et,best idea
good service,5,et,good service
des belognal be servicachu,5,et,de belognal servicachu
the app map is precise,3,et,app map precise
nice,5,et,nice
great,5,et,great
Thank you for transforming the transportation sector to another level. you have changed the game and it won't return back to its parochial nature and you should be proud for that,5,et,thank transforming transportation sector another level changed game wont return back parochial nature proud
Exceptional,5,et,exceptional
des belognal,5,et,de belognal
nice app and time sevire,5,et,nice app time sevire
amazing app and time savir,5,et,amazing app time savir
nice app,5,et,nice app
des belognal,5,et,de belognal
arif service,5,et,arif service
nice idea,5,et,nice idea
best service,5,et,best service
yedenezeze app,1,et,yedenezeze app
best,5,et,best
nice job,5,et,nice job
good,5,et,good
amazing app andprofessinal saving mony,5,et,amazing app andprofessinal saving mony
wow,5,et,wow
garet app and profession jop to saving mony,5,et,garet app profession jop saving mony
Amazing app,5,et,amazing app
lt is great app and Good jop,5,et,lt great app good jop
"great service, abundant options, transparency creates accountability... love the app",4,et,great service abundant option transparency creates accountability love app
Nice idea,5,et,nice idea
good,5,et,good
keep it up,5,et,keep
I like ur service,5,et,like ur service
good,5,et,good
good service,5,et,good service
nice,5,et,nice
keep it up,5,et,keep
your service good and save may time,5,et,service good save may time
good,5,et,good
good service tnx,3,et,good service tnx
like you services,5,et,like service
wow it's fantastic,4,et,wow fantastic
nice idea,5,et,nice idea
tsitdi,5,et,tsitdi
your service good,5,et,service good
give good servic,5,et,give good servic
like ur service,5,et,like ur service
good,5,et,good
👍🏽,5,et,
nice,5,et,nice
nice service,5,et,nice service
Good,5,et,good
good,5,et,good
i love this app the money is fare,5,et,love app money fare
best,5,et,best
good,5,et,good
fast and reasonable price,5,et,fast reasonable price
"As an ex-pat living in Addis Ababa this app is better than just hailing taxis.  I like that the price is shown to you before you get in the cab.  HOWEVER, it is annoying that even after you identify your location via the app the driver calls you (usually 2x) to ask where you are standing.  If the app tells them where you are then why must U repeat it?  This should really be unnecessary.  When I’ve used Uber/ Lyft in other locations there is no need for confirming my location. Plse solve this.",3,et,expat living addis ababa app better hailing taxi like price shown get cab however annoying even identify location via app driver call usually x ask standing app tell must u repeat really unnecessary ive used uber lyft location need confirming location plse solve
እጅግ ፡ በጣም ፡ ግሩም ፡ መተግበሪያ ፡ ነው፡፡ በርቱልኝ ፡ ጎበዝ!🙂👌🏽🤙🏽✌🏽👏🏽,5,et,
Best Company and best app ever keep it up!,5,et,best company best app ever keep
timely,5,et,timely
"is good than other same serveces in Ethiopia, but plz add some improvement like payment mtd & passangers location for Drivers",5,et,good serveces ethiopia plz add improvement like payment mtd passangers location driver
best service,5,et,best service
tnxs for ur service,5,et,tnxs ur service
You have good service i like it,5,et,good service like
ride is a nice tecnology they have nice service also they have respact for the coustomer i prefer to go with ride eny were keep it up,5,et,ride nice tecnology nice service also respact coustomer prefer go ride eny keep
The best transport service in Addis! with fair price.,4,et,best transport service addis fair price
excellent,5,et,excellent
fine I guess,5,et,fine guess
very good,5,et,good
good,5,et,good
+A,5,et,
helpful app,5,et,helpful app
just like uber wooow in ethiopia keep it on!!!,5,et,like uber wooow ethiopia keep
proud of u guys,5,et,proud u guy
"I am pleased with the convenience that ride brings. However, to make it more efficient, it is necessary that the drivers use the pick up/dropoff location on the map instead of the lengthy verbal direction required to be provided by the passenger.",5,et,pleased convenience ride brings however make efficient necessary driver use pick updropoff location map instead lengthy verbal direction required provided passenger
good,5,et,good
nice app,5,et,nice app
you will love it.,5,et,love
Highly effective!!,5,et,highly effective
It's been days since I started using Ride it's very easy and effective. keep up the good work and thank you. #1 👏,5,et,day since started using ride easy effective keep good work thank
አፕልኬሽኑን ከጫንኩ በኋላ ስልክ ቁጥር አስገብቼ በተደጋጋሚ sms code እንዲላክልኝ ብጠይቅም ሊላክልኝ ባለመቻሉ appuን መጠቀም አልቻልኩም።,1,et,sm code appu
Ride is a very user friendly app. I am so happy to see Ride service after longing it for long.,5,et,ride user friendly app happy see ride service longing long
excellent,5,et,excellent
best app,5,et,best app
I used and liked it but sometimes drivers keep canceling my request frequently. I used Ride often from Ayat area zone 2 to bole area. so Ride need to find a way to overcome those challenges. I hope my comment will help.,3,et,used liked sometimes driver keep canceling request frequently used ride often ayat area zone bole area ride need find way overcome challenge hope comment help
I like this app. very accurate and reasonable fare (payment). The drivers are courteous and the cars are clean. you will also get your trip summary emailed fo you including the amount you paid if you need a receipt. love it love it,5,et,like app accurate reasonable fare payment driver courteous car clean also get trip summary emailed fo including amount paid need receipt love love
I enjoy using RIDE. The service I am getting from RIDE is perfect. They arrive on time and the tariff is also reasonable.,5,et,enjoy using ride service getting ride perfect arrive time tariff also reasonable
"quick, ontime, easy to use, safe.",5,et,quick ontime easy use safe
nice app ride,5,et,nice app ride
frequent user,5,et,frequent user
ሹፌሮቹ ማፑን በደንብ እንዲያውቁት እና ሎኬተሩ አማካኝነት ሰውዬው ያለበት ቦታ እንዲደርሱ እንዲሁም አፑ በጣም አቋራጭ ቦታዎችን ከድምፅ ጋር አብሮ ቢያካትት ባይ ነኝ! ከዛ ውጪ አንደኛ አፕ ነው,4,et,
Excellent service,5,et,excellent service
"I loved it,",5,et,loved
very good app,5,et,good app
sometimes the drivers are so late. so please add an option to cancel booking for this reason,3,et,sometimes driver late please add option cancel booking reason
best app,5,et,best app
very useful app,4,et,useful app
very useful,5,et,useful
am happy for zs app,4,et,happy z app
He carried out his duty to my satisfaction.,5,et,carried duty satisfaction
"It doesn't send you verification codes, so we can't sign up HELP!!!!",1,et,doesnt send verification code cant sign help
best to our level👏🏼👏🏼👏🏼,5,et,best level
Its the best app in Addis Ababa so far. Fair price and good service.,5,et,best app addis ababa far fair price good service
Good,4,et,good
good,5,et,good
Great apps!,4,et,great apps
2ግግግ,5,et,
nice,4,et,nice
I enjoyed too much by using ride app for my taxi needs.Very smart service.Try to make the price more affordable as much as you can to make it a service for many.,5,et,enjoyed much using ride app taxi needsvery smart servicetry make price affordable much make service many
nice,5,et,nice
very very useful!,4,et,useful
"Amazing drivers, on time, professional and friendly. Very impressed by the App and the personnel. It has been a life and money saver. No more getting ripped off by regular contract taxi who charge 2-3 times more. Extremely happy with your services",5,et,amazing driver time professional friendly impressed app personnel life money saver getting ripped regular contract taxi charge time extremely happy service
Nice app,5,et,nice app
samuelhailu,5,et,samuelhailu
it is god app but some times there is no taxi,5,et,god app time taxi
አመሰግናለሁ,1,et,
"They do not know the right way. go around, It is the main Job to know how easly and comfortably to get the point. Today am so offended",1,et,know right way go around main job know easly comfortably get point today offended
it is great to find such app in ethio,4,et,great find app ethio
great job,5,et,great job
i like it,5,et,like
nice service to have in Addis. easy to travel around and drivers are humble,5,et,nice service addis easy travel around driver humble
amazing service. this is the real transport hailing service in Addis. others are fake. bravo,5,et,amazing service real transport hailing service addis others fake bravo
its very expensive starting its 50 birr pick pick is way cheaper its phone number is 6111,1,et,expensive starting birr pick pick way cheaper phone number
it is really good,4,et,really good
the best app to help resolve the transportation problem,4,et,best app help resolve transportation problem
very good,5,et,good
"I have just one word ""Amazing! "" thank you team RIDE ,keep up the good work .",4,et,one word amazing thank team ride keep good work
the best app in Ethiopia to hail a taxi,5,et,best app ethiopia hail taxi
good,3,et,good
jah bless ithiopia,5,et,jah bless ithiopia
good,1,et,good
very god,2,et,god
rayd dirver,1,et,rayd dirver
Oo nice,5,et,oo nice
Perfect,5,et,perfect
i like it its fair compared to others bt cd be better,4,et,like fair compared others bt cd better
much better than the rest. keep up the good job guys,5,et,much better rest keep good job guy
good,5,et,good
fantastic,5,et,fantastic
ok,4,et,ok
ትችት,4,et,
"This is a well thought company... which is absolutely great for passengers, who has the best quality of customer service(safe, reliable, honest, kind). Keep up the amazing work. Thank You.",5,et,well thought company absolutely great passenger best quality customer servicesafe reliable honest kind keep amazing work thank
good job,5,et,good job
i love this app coz the most simple to apply and fair price tanx hybrid 😀😀😀😀😀,5,et,love app coz simple apply fair price tanx hybrid
simply amazing service all the time,5,et,simply amazing service time
very panctual and reliable,5,et,panctual reliable
amazing,5,et,amazing
great new development love it.,3,et,great new development love
it's good continued guys,4,et,good continued guy
nice,5,et,nice
Fast. Cheap. Easy.,5,et,fast cheap easy
great app,5,et,great app
it is a very good app,5,et,good app
best app,5,et,best app
easy and helpful app,5,et,easy helpful app
ts good app,5,et,t good app
"A great app,but sometimes the map becomes blank even if there is a good internet.Improve on that",4,et,great appbut sometimes map becomes blank even good internetimprove
